chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	10014427	10014927	Cops5	50	14	37	24	20	9	19
chr1	10014427	10014927	Cspp1	50	14	37	24	20	9	19
chr1	10039518	10040719	Arfgef1	643	122	273	164	242	49	53
chr1	10039518	10040719	Atp6v1h	643	122	273	164	242	49	53
chr1	10039518	10040719	Cops5	643	122	273	164	242	49	53
chr1	10039518	10040719	Cspp1	643	122	273	164	242	49	53
chr1	10039518	10040719	Mcmdc2	643	122	273	164	242	49	53
chr1	10039518	10040719	Mybl1	643	122	273	164	242	49	53
chr1	10039518	10040719	Prex2	643	122	273	164	242	49	53
chr1	10039518	10040719	Rrs1	643	122	273	164	242	49	53
chr1	10039518	10040719	Sgk3	643	122	273	164	242	49	53
chr1	10039518	10040719	Snhg6	643	122	273	164	242	49	53
chr1	10039518	10040719	Sntg1	643	122	273	164	242	49	53
chr1	10039518	10040719	St18	643	122	273	164	242	49	53
chr1	10039518	10040719	Sulf1	643	122	273	164	242	49	53
chr1	10039518	10040719	Vcpip1	643	122	273	164	242	49	53
chr1	10039518	10040719	Vxn	643	122	273	164	242	49	53
chr1	10231420	10231920	Arfgef1	45	14	26	23	40	12	10
chr1	10233408	10233908	Arfgef1	81	9	22	15	47	15	9
chr1	105178814	105179773	Pign	167	39	54	38	51	21	15
chr1	105178814	105179773	Relch	167	39	54	38	51	21	15
chr1	105245619	105246745	Bcl2	173	85	104	106	113	35	5
chr1	105245619	105246745	Pign	173	85	104	106	113	35	5
chr1	105245619	105246745	Relch	173	85	104	106	113	35	5
chr1	105842926	105845122	Bcl2	192	60	112	94	166	95	19
chr1	105842926	105845122	Pign	192	60	112	94	166	95	19
chr1	105842926	105845122	Relch	192	60	112	94	166	95	19
chr1	105842926	105845122	Vps4b	192	60	112	94	166	95	19
chr1	105880522	105881460	Gm7160	102	15	32	26	17	9	5
chr1	105880522	105881460	Zcchc2	102	15	32	26	17	9	5
chr1	105993775	105994275	Bcl2	235	19	22	19	35	17	31
chr1	105993775	105994275	Gm7160	235	19	22	19	35	17	31
chr1	105993775	105994275	Kdsr	235	19	22	19	35	17	31
chr1	105993775	105994275	Pign	235	19	22	19	35	17	31
chr1	105993775	105994275	Relch	235	19	22	19	35	17	31
chr1	105993775	105994275	Zcchc2	235	19	22	19	35	17	31
chr1	106036789	106037468	Gm7160	41	8	22	8	24	3	8
chr1	106036789	106037468	Zcchc2	41	8	22	8	24	3	8
chr1	106070837	106072506	Gm7160	132	40	90	115	137	26	36
chr1	106070837	106072506	Phlpp1	132	40	90	115	137	26	36
chr1	106070837	106072506	Pign	132	40	90	115	137	26	36
chr1	106070837	106072506	Relch	132	40	90	115	137	26	36
chr1	106070837	106072506	Zcchc2	132	40	90	115	137	26	36
chr1	106131997	106132758	Kdsr	62	24	36	24	27	9	7
chr1	106148349	106149191	Phlpp1	88	47	73	50	67	15	4
chr1	106148349	106149191	Pign	88	47	73	50	67	15	4
