chr1	10039541	10040706	1700034P13Rik	636	122	267	162	236	48	51
chr1	10039541	10040706	2610203C22Rik	636	122	267	162	236	48	51
chr1	10039541	10040706	A830018L16Rik	636	122	267	162	236	48	51
chr1	10039541	10040706	Arfgef1	636	122	267	162	236	48	51
chr1	10039541	10040706	Cops5	636	122	267	162	236	48	51
chr1	10039541	10040706	Cspp1	636	122	267	162	236	48	51
chr1	10039541	10040706	Mcmdc2	636	122	267	162	236	48	51
chr1	10039541	10040706	Mybl1	636	122	267	162	236	48	51
chr1	10039541	10040706	Prex2	636	122	267	162	236	48	51
chr1	10039541	10040706	Rrs1	636	122	267	162	236	48	51
chr1	10039541	10040706	Sgk3	636	122	267	162	236	48	51
chr1	10039541	10040706	Snhg6	636	122	267	162	236	48	51
chr1	10039541	10040706	Snord87	636	122	267	162	236	48	51
chr1	10039541	10040706	Sntg1	636	122	267	162	236	48	51
chr1	10039541	10040706	Vcpip1	636	122	267	162	236	48	51
chr1	10039541	10040706	Vxn	636	122	267	162	236	48	51
chr1	103420975	103422028	Cdh20	24	10	24	32	65	25	11
chr1	104619735	104620479	Cdh20	48	21	34	43	62	16	1
chr1	104746681	104747181	Cdh20	69	24	46	25	24	13	8
chr1	105245878	105247085	Bcl2	186	93	114	117	139	38	6
chr1	105354749	105355447	Gm17634	94	8	32	46	120	48	18
chr1	105354749	105355447	Gm20753	94	8	32	46	120	48	18
chr1	105354749	105355447	Phlpp1	94	8	32	46	120	48	18
chr1	105354749	105355447	Rnf152	94	8	32	46	120	48	18
chr1	105907906	105909050	Gm17634	76	18	62	57	94	30	30
chr1	105907906	105909050	Gm7160	76	18	62	57	94	30	30
chr1	105907906	105909050	Rnf152	76	18	62	57	94	30	30
chr1	105907906	105909050	Zcchc2	76	18	62	57	94	30	30
chr1	105946544	105949286	Gm7160	188	45	104	90	128	28	58
chr1	105946544	105949286	Kdsr	188	45	104	90	128	28	58
chr1	105946544	105949286	Pign	188	45	104	90	128	28	58
chr1	105946544	105949286	Relch	188	45	104	90	128	28	58
chr1	105946544	105949286	Zcchc2	188	45	104	90	128	28	58
chr1	105993773	105994273	Gm7160	237	19	23	19	35	17	31
chr1	105993773	105994273	Zcchc2	237	19	23	19	35	17	31
chr1	106070823	106072483	Cdh20	131	42	89	115	135	26	37
chr1	106070823	106072483	Gm20753	131	42	89	115	135	26	37
chr1	106070823	106072483	Gm7160	131	42	89	115	135	26	37
chr1	106070823	106072483	Phlpp1	131	42	89	115	135	26	37
chr1	106070823	106072483	Pign	131	42	89	115	135	26	37
chr1	106070823	106072483	Relch	131	42	89	115	135	26	37
chr1	106070823	106072483	Zcchc2	131	42	89	115	135	26	37
chr1	106148320	106149168	Gm20753	89	45	73	52	71	15	4
chr1	106148320	106149168	Phlpp1	89	45	73	52	71	15	4
chr1	106154557	106155709	Gm17634	64	15	53	58	96	18	65
chr1	106154557	106155709	Gm20753	64	15	53	58	96	18	65
chr1	106154557	106155709	Phlpp1	64	15	53	58	96	18	65
chr1	106154557	106155709	Rnf152	64	15	53	58	96	18	65
chr1	106185796	106186296	Gm20753	29	8	19	19	21	8	4
chr1	106185796	106186296	Phlpp1	29	8	19	19	21	8	4
chr1	106188675	106189175	Gm20753	21	5	18	9	25	4	9
chr1	106188675	106189175	Phlpp1	21	5	18	9	25	4	9
chr1	106199581	106200081	Cdh20	121	46	99	74	105	13	15
chr1	106199581	106200081	Gm20753	121	46	99	74	105	13	15
chr1	106199581	106200081	Phlpp1	121	46	99	74	105	13	15
chr1	106201873	106202373	Gm20753	93	18	44	54	53	11	11
chr1	106201873	106202373	Phlpp1	93	18	44	54	53	11	11
chr1	106602901	106603779	Cdh20	88	25	69	82	89	31	29
chr1	106602901	106603779	Gm20753	88	25	69	82	89	31	29
chr1	106602901	106603779	Phlpp1	88	25	69	82	89	31	29
chr1	106629469	106630785	Gm17634	240	68	126	84	138	33	56
chr1	106629469	106630785	Kdsr	240	68	126	84	138	33	56
chr1	106629469	106630785	Rnf152	240	68	126	84	138	33	56
chr1	106690815	106691315	Gm20753	17	6	14	27	54	14	4
chr1	106690815	106691315	Phlpp1	17	6	14	27	54	14	4
chr1	106702330	106703589	Bcl2	69	41	105	103	161	29	9
chr1	106702330	106703589	Gm17634	69	41	105	103	161	29	9
chr1	106702330	106703589	Kdsr	69	41	105	103	161	29	9
chr1	106702330	106703589	Rnf152	69	41	105	103	161	29	9
chr1	106702330	106703589	Vps4b	69	41	105	103	161	29	9
chr1	108181294	108182286	Cdh20	52	33	91	76	149	28	16
chr1	109932661	109933478	Cdh7	16	9	12	21	38	6	2
chr1	109972067	109973049	Cdh7	101	46	67	64	58	12	4
chr1	109985400	109985900	Cdh7	31	7	13	15	15	2	7
chr1	11033427	11033927	Prex2	31	8	16	15	25	5	16
chr1	11044808	11047027	A830018L16Rik	121	38	79	84	237	51	55
