chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	10014419	10014919	Cops5	76	18	58	71	48	18	45
chr1	10014419	10014919	Cspp1	76	18	58	71	48	18	45
chr1	10039512	10040350	Arfgef1	135	22	71	73	72	21	25
chr1	10039512	10040350	Cops5	135	22	71	73	72	21	25
chr1	10039512	10040350	Cspp1	135	22	71	73	72	21	25
chr1	10039512	10040350	Mcmdc2	135	22	71	73	72	21	25
chr1	10039512	10040350	Mybl1	135	22	71	73	72	21	25
chr1	10039512	10040350	Prex2	135	22	71	73	72	21	25
chr1	10039512	10040350	Rrs1	135	22	71	73	72	21	25
chr1	10039512	10040350	Sgk3	135	22	71	73	72	21	25
chr1	10039512	10040350	Snhg6	135	22	71	73	72	21	25
chr1	10039512	10040350	Sntg1	135	22	71	73	72	21	25
chr1	10039512	10040350	St18	135	22	71	73	72	21	25
chr1	10039512	10040350	Vcpip1	135	22	71	73	72	21	25
chr1	10039512	10040350	Vxn	135	22	71	73	72	21	25
chr1	105245897	105247112	Bcl2	304	92	199	185	210	72	14
chr1	105245897	105247112	Pign	304	92	199	185	210	72	14
chr1	105245897	105247112	Relch	304	92	199	185	210	72	14
chr1	105245897	105247112	Rnf152	304	92	199	185	210	72	14
chr1	105354736	105355445	Rnf152	165	39	91	84	93	33	59
chr1	105842716	105845165	Bcl2	726	156	364	350	405	124	144
chr1	105842716	105845165	Rnf152	726	156	364	350	405	124	144
chr1	105842716	105845165	Vps4b	726	156	364	350	405	124	144
chr1	105907878	105909050	Rnf152	174	43	121	154	213	87	158
chr1	105993775	105994275	Gm7160	84	22	49	26	55	18	11
chr1	105993775	105994275	Zcchc2	84	22	49	26	55	18	11
chr1	106036769	106037638	Gm7160	77	26	79	59	86	22	71
chr1	106036769	106037638	Zcchc2	77	26	79	59	86	22	71
chr1	106071166	106072483	Gm7160	301	87	222	198	223	60	100
chr1	106071166	106072483	Phlpp1	301	87	222	198	223	60	100
chr1	106071166	106072483	Pign	301	87	222	198	223	60	100
chr1	106071166	106072483	Relch	301	87	222	198	223	60	100
chr1	106071166	106072483	Zcchc2	301	87	222	198	223	60	100
chr1	106148369	106149183	Phlpp1	182	54	143	108	122	57	24
