chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	10039516	10040365	1700034P13Rik	137	23	71	75	74	22	25
chr1	10039516	10040365	Arfgef1	137	23	71	75	74	22	25
chr1	10039516	10040365	Cops5	137	23	71	75	74	22	25
chr1	10039516	10040365	Cspp1	137	23	71	75	74	22	25
chr1	10039516	10040365	Mcmdc2	137	23	71	75	74	22	25
chr1	10039516	10040365	Mybl1	137	23	71	75	74	22	25
chr1	10039516	10040365	Prex2	137	23	71	75	74	22	25
chr1	10039516	10040365	Rrs1	137	23	71	75	74	22	25
chr1	10039516	10040365	Sgk3	137	23	71	75	74	22	25
chr1	10039516	10040365	Snhg6	137	23	71	75	74	22	25
chr1	10039516	10040365	Sntg1	137	23	71	75	74	22	25
chr1	10039516	10040365	St18	137	23	71	75	74	22	25
chr1	10039516	10040365	Sulf1	137	23	71	75	74	22	25
chr1	10039516	10040365	Vcpip1	137	23	71	75	74	22	25
chr1	10039516	10040365	Vxn	137	23	71	75	74	22	25
chr1	105245947	105247098	Bcl2	284	88	187	179	200	67	13
chr1	105245947	105247098	Pign	284	88	187	179	200	67	13
chr1	105245947	105247098	Relch	284	88	187	179	200	67	13
chr1	105245947	105247098	Rnf152	284	88	187	179	200	67	13
chr1	105354730	105355434	Rnf152	165	39	89	83	93	32	60
chr1	105842681	105844935	Bcl2	678	144	343	319	372	117	131
chr1	105842681	105844935	Rnf152	678	144	343	319	372	117	131
chr1	105907996	105909040	Gm7160	164	41	118	140	192	81	153
chr1	105907996	105909040	Rnf152	164	41	118	140	192	81	153
chr1	10596358	10597189	Prex2	37	41	54	71	110	51	50
chr1	105993503	105994271	Bcl2	142	40	87	65	108	28	34
chr1	105993503	105994271	Gm7160	142	40	87	65	108	28	34
chr1	105993503	105994271	Kdsr	142	40	87	65	108	28	34
chr1	105993503	105994271	Phlpp1	142	40	87	65	108	28	34
chr1	105993503	105994271	Pign	142	40	87	65	108	28	34
chr1	105993503	105994271	Relch	142	40	87	65	108	28	34
chr1	106036785	106037676	Gm7160	76	28	79	58	84	22	71
chr1	106070818	106072498	Gm7160	364	102	262	230	263	74	114
chr1	106070818	106072498	Phlpp1	364	102	262	230	263	74	114
chr1	106070818	106072498	Pign	364	102	262	230	263	74	114
chr1	106070818	106072498	Relch	364	102	262	230	263	74	114
chr1	106148061	106149513	Phlpp1	329	82	228	179	191	83	41
chr1	106148061	106149513	Pign	329	82	228	179	191	83	41
chr1	106148061	106149513	Relch	329	82	228	179	191	83	41
chr1	106154521	106155694	Phlpp1	129	35	88	122	164	48	75
chr1	106154521	106155694	Rnf152	129	35	88	122	164	48	75
chr1	106185370	106186527	Phlpp1	385	88	179	223	176	58	79
chr1	106199614	106200433	Kdsr	274	62	168	185	184	46	101
chr1	106199614	106200433	Phlpp1	274	62	168	185	184	46	101
chr1	106199614	106200433	Pign	274	62	168	185	184	46	101
chr1	106199614	106200433	Relch	274	62	168	185	184	46	101
chr1	106199614	106200433	Vps4b	274	62	168	185	184	46	101
chr1	106201860	106202360	Phlpp1	169	50	117	133	101	30	61
chr1	106602438	106603783	Bcl2	243	67	219	278	302	82	99
chr1	106602438	106603783	Gm7160	243	67	219	278	302	82	99
chr1	106602438	106603783	Phlpp1	243	67	219	278	302	82	99
