chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	10007210	10007710	Ppp1r42	16	4	10	12	9	6	3
chr1	10014407	10014907	Ppp1r42	48	13	36	24	20	8	18
chr1	10039543	10040333	1700034P13Rik	590	110	251	145	208	44	49
chr1	10039543	10040333	2610203C22Rik	590	110	251	145	208	44	49
chr1	10039543	10040333	A830018L16Rik	590	110	251	145	208	44	49
chr1	10039543	10040333	Adhfe1	590	110	251	145	208	44	49
chr1	10039543	10040333	Arfgef1	590	110	251	145	208	44	49
chr1	10039543	10040333	Cops5	590	110	251	145	208	44	49
chr1	10039543	10040333	Cspp1	590	110	251	145	208	44	49
chr1	10039543	10040333	Mcmdc2	590	110	251	145	208	44	49
chr1	10039543	10040333	Mybl1	590	110	251	145	208	44	49
chr1	10039543	10040333	Ppp1r42	590	110	251	145	208	44	49
chr1	10039543	10040333	Prex2	590	110	251	145	208	44	49
chr1	10039543	10040333	Rrs1	590	110	251	145	208	44	49
chr1	10039543	10040333	Sgk3	590	110	251	145	208	44	49
chr1	10039543	10040333	Snhg6	590	110	251	145	208	44	49
chr1	10039543	10040333	Snord87	590	110	251	145	208	44	49
chr1	10039543	10040333	Sntg1	590	110	251	145	208	44	49
chr1	10039543	10040333	Sulf1	590	110	251	145	208	44	49
chr1	10039543	10040333	Tcf24	590	110	251	145	208	44	49
chr1	10039543	10040333	Vcpip1	590	110	251	145	208	44	49
chr1	10039543	10040333	Vxn	590	110	251	145	208	44	49
chr1	104746752	104747350	Cdh20	87	24	57	39	32	14	7
chr1	104747409	104747909	Cdh20	51	16	33	17	24	4	3
chr1	104993904	104994719	Pign	161	13	29	15	18	8	6
chr1	104993904	104994719	Relch	161	13	29	15	18	8	6
chr1	105246116	105247075	Bcl2	130	71	83	87	111	32	3
chr1	105246116	105247075	Gm17634	130	71	83	87	111	32	3
chr1	105246116	105247075	Pign	130	71	83	87	111	32	3
chr1	105246116	105247075	Relch	130	71	83	87	111	32	3
chr1	105246116	105247075	Rnf152	130	71	83	87	111	32	3
chr1	105246116	105247075	Tnfrsf11a	130	71	83	87	111	32	3
chr1	105813358	105814033	Tnfrsf11a	51	13	19	18	19	6	7
chr1	105842922	105845089	Gm17634	191	59	112	93	165	95	18
chr1	105842922	105845089	Rnf152	191	59	112	93	165	95	18
chr1	105842922	105845089	Tnfrsf11a	191	59	112	93	165	95	18
chr1	105880522	105881423	Gm7160	102	14	31	26	16	9	5
chr1	105880522	105881423	Tnfrsf11a	102	14	31	26	16	9	5
chr1	105880522	105881423	Zcchc2	102	14	31	26	16	9	5
chr1	105993775	105994275	Bcl2	235	19	22	19	35	17	31
chr1	105993775	105994275	Gm20753	235	19	22	19	35	17	31
chr1	105993775	105994275	Gm7160	235	19	22	19	35	17	31
chr1	105993775	105994275	Kdsr	235	19	22	19	35	17	31
chr1	105993775	105994275	Phlpp1	235	19	22	19	35	17	31
chr1	105993775	105994275	Pign	235	19	22	19	35	17	31
chr1	105993775	105994275	Relch	235	19	22	19	35	17	31
chr1	105993775	105994275	Tnfrsf11a	235	19	22	19	35	17	31
chr1	105993775	105994275	Zcchc2	235	19	22	19	35	17	31
chr1	106148072	106149134	Gm20753	104	52	87	55	84	16	6
chr1	106148072	106149134	Phlpp1	104	52	87	55	84	16	6
chr1	106176778	106177278	Gm20753	37	16	30	25	32	5	7
chr1	106176778	106177278	Phlpp1	37	16	30	25	32	5	7
chr1	106185397	106186515	Gm20753	91	20	64	62	55	19	18
chr1	106185397	106186515	Phlpp1	91	20	64	62	55	19	18
chr1	106199251	106200463	Bcl2	533	196	343	242	280	61	72
chr1	106199251	106200463	Cdh20	533	196	343	242	280	61	72
chr1	106199251	106200463	Gm17634	533	196	343	242	280	61	72
chr1	106199251	106200463	Gm20753	533	196	343	242	280	61	72
chr1	106199251	106200463	Kdsr	533	196	343	242	280	61	72
chr1	106199251	106200463	Phlpp1	533	196	343	242	280	61	72
chr1	106199251	106200463	Pign	533	196	343	242	280	61	72
chr1	106199251	106200463	Relch	533	196	343	242	280	61	72
chr1	106199251	106200463	Rnf152	533	196	343	242	280	61	72
chr1	106199251	106200463	Tnfrsf11a	533	196	343	242	280	61	72
chr1	106199251	106200463	Vps4b	533	196	343	242	280	61	72
chr1	106464346	106466303	Bcl2	176	55	108	67	88	17	4
chr1	106464346	106466303	Pign	176	55	108	67	88	17	4
chr1	106464346	106466303	Relch	176	55	108	67	88	17	4
chr1	106464346	106466303	Tnfrsf11a	176	55	108	67	88	17	4
chr1	106464346	106466303	Vps4b	176	55	108	67	88	17	4
chr1	106628640	106630728	Bcl2	355	85	162	125	204	53	79
chr1	106628640	106630728	Gm7160	355	85	162	125	204	53	79
chr1	106628640	106630728	Kdsr	355	85	162	125	204	53	79
chr1	106628640	106630728	Pign	355	85	162	125	204	53	79
chr1	106628640	106630728	Relch	355	85	162	125	204	53	79
chr1	106628640	106630728	Vps4b	355	85	162	125	204	53	79
chr1	106628640	106630728	Zcchc2	355	85	162	125	204	53	79
chr1	106712158	106712873	Bcl2	61	15	20	20	49	8	42
chr1	108023660	108025168	Pign	91	34	69	58	58	15	9
chr1	108023660	108025168	Relch	91	34	69	58	58	15	9
chr1	10918195	10920412	A830018L16Rik	195	62	113	54	58	23	6
chr1	10918195	10920412	Prex2	195	62	113	54	58	23	6
chr1	109971662	109973341	Cdh7	142	69	99	85	104	17	9
chr1	109985396	109985896	Cdh7	31	7	13	15	15	2	7
chr1	11065133	11066368	Prex2	63	17	51	26	46	18	28
chr1	111699102	111700028	Dsel	67	22	39	27	53	14	3
chr1	111753955	111754754	Dsel	100	10	19	12	26	1	2
chr1	111852366	111852866	Dsel	8	4	14	6	18	9	0
chr1	111863910	111864410	Dsel	93	21	50	50	59	28	17
chr1	112416295	112417189	Dsel	80	14	24	21	49	17	16
chr1	11329408	11330701	A830018L16Rik	306	32	56	43	45	14	6
chr1	11329408	11330701	Prex2	306	32	56	43	45	14	6
chr1	11657332	11658718	A830018L16Rik	94	35	52	24	48	17	9
chr1	118434541	118435350	2900060B14Rik	61	40	143	177	303	80	17
chr1	118449190	118449690	2900060B14Rik	24	8	24	15	14	2	2
chr1	118480432	118481716	2900060B14Rik	71	50	138	141	163	40	38
chr1	118480432	118481716	Tfcp2l1	71	50	138	141	163	40	38
chr1	118758974	118760075	Tfcp2l1	67	23	31	32	37	8	10
chr1	118776134	118777039	Inhbb	196	61	207	196	266	51	8
chr1	118776134	118777039	Mir6346	196	61	207	196	266	51	8
chr1	118776134	118777039	Ralb	196	61	207	196	266	51	8
chr1	118776134	118777039	Steap3	196	61	207	196	266	51	8
chr1	118889871	118891182	Tfcp2l1	171	42	83	64	72	23	8
chr1	118910715	118911563	Gli2	224	125	257	189	274	20	23
chr1	118910715	118911563	Inhbb	224	125	257	189	274	20	23
chr1	118910715	118911563	Mir6346	224	125	257	189	274	20	23
chr1	118910715	118911563	Nifk	224	125	257	189	274	20	23
chr1	118910715	118911563	Ralb	224	125	257	189	274	20	23
chr1	118910715	118911563	Sctr	224	125	257	189	274	20	23
chr1	118910715	118911563	Tfcp2l1	224	125	257	189	274	20	23
chr1	118910715	118911563	Tmem177	224	125	257	189	274	20	23
chr1	118910715	118911563	Tmem185b	224	125	257	189	274	20	23
chr1	118912922	118913506	Mir6346	127	55	70	83	86	17	19
chr1	118935909	118936635	Mir6346	151	24	71	74	95	12	13
chr1	118981845	118982345	Mir6346	142	23	70	49	78	11	10
chr1	118982408	118983839	Cfap221	388	159	426	418	471	50	20
chr1	118982408	118983839	Clasp1	388	159	426	418	471	50	20
chr1	118982408	118983839	Gli2	388	159	426	418	471	50	20
chr1	118982408	118983839	Mir6346	388	159	426	418	471	50	20
chr1	118982408	118983839	Nifk	388	159	426	418	471	50	20
chr1	118982408	118983839	Ptpn4	388	159	426	418	471	50	20
chr1	118982408	118983839	Ralb	388	159	426	418	471	50	20
chr1	118982408	118983839	Tfcp2l1	388	159	426	418	471	50	20
chr1	118982408	118983839	Tmem177	388	159	426	418	471	50	20
chr1	118982408	118983839	Tmem185b	388	159	426	418	471	50	20
chr1	118982408	118983839	Tmem37	388	159	426	418	471	50	20
chr1	119033720	119034220	Epb41l5	312	90	196	161	170	23	25
chr1	119033720	119034220	Gli2	312	90	196	161	170	23	25
chr1	119033720	119034220	Ralb	312	90	196	161	170	23	25
chr1	119033720	119034220	Tfcp2l1	312	90	196	161	170	23	25
chr1	119033720	119034220	Tmem185b	312	90	196	161	170	23	25
chr1	119047379	119048383	2900060B14Rik	989	240	489	288	381	47	50
chr1	119047379	119048383	C1ql2	989	240	489	288	381	47	50
chr1	119047379	119048383	Cfap221	989	240	489	288	381	47	50
chr1	119047379	119048383	Epb41l5	989	240	489	288	381	47	50
chr1	119047379	119048383	Gli2	989	240	489	288	381	47	50
chr1	119047379	119048383	Inhbb	989	240	489	288	381	47	50
chr1	119047379	119048383	Mir6346	989	240	489	288	381	47	50
chr1	119047379	119048383	Nifk	989	240	489	288	381	47	50
chr1	119047379	119048383	Ptpn4	989	240	489	288	381	47	50
chr1	119047379	119048383	Ralb	989	240	489	288	381	47	50
chr1	119047379	119048383	Sctr	989	240	489	288	381	47	50
chr1	119047379	119048383	Steap3	989	240	489	288	381	47	50
chr1	119047379	119048383	Tfcp2l1	989	240	489	288	381	47	50
chr1	119047379	119048383	Tmem177	989	240	489	288	381	47	50
chr1	119047379	119048383	Tmem185b	989	240	489	288	381	47	50
chr1	119047379	119048383	Tmem37	989	240	489	288	381	47	50
chr1	119047379	119048383	Tsn	989	240	489	288	381	47	50
chr1	119048470	119048970	Gli2	415	103	196	135	147	19	21
chr1	119048470	119048970	Mir6346	415	103	196	135	147	19	21
chr1	119048470	119048970	Tmem177	415	103	196	135	147	19	21
chr1	119048470	119048970	Tmem185b	415	103	196	135	147	19	21
chr1	119048470	119048970	Tmem37	415	103	196	135	147	19	21
chr1	119082522	119084364	2900060B14Rik	212	25	91	70	99	22	8
chr1	119082522	119084364	Gli2	212	25	91	70	99	22	8
chr1	119082522	119084364	Mir6346	212	25	91	70	99	22	8
chr1	119082522	119084364	Ralb	212	25	91	70	99	22	8
chr1	119082522	119084364	Steap3	212	25	91	70	99	22	8
chr1	119082522	119084364	Tfcp2l1	212	25	91	70	99	22	8
chr1	119082522	119084364	Tmem185b	212	25	91	70	99	22	8
chr1	119082522	119084364	Tmem37	212	25	91	70	99	22	8
chr1	119328873	119330068	C1ql2	252	101	312	426	511	62	45
chr1	119328873	119330068	Epb41l5	252	101	312	426	511	62	45
chr1	119328873	119330068	Inhbb	252	101	312	426	511	62	45
chr1	119328873	119330068	Mir6346	252	101	312	426	511	62	45
chr1	119328873	119330068	Ralb	252	101	312	426	511	62	45
chr1	119328873	119330068	Sctr	252	101	312	426	511	62	45
chr1	119328873	119330068	Steap3	252	101	312	426	511	62	45
chr1	119328873	119330068	Tfcp2l1	252	101	312	426	511	62	45
chr1	119328873	119330068	Tmem177	252	101	312	426	511	62	45
chr1	119328873	119330068	Tmem185b	252	101	312	426	511	62	45
chr1	119328873	119330068	Tmem37	252	101	312	426	511	62	45
chr1	119388568	119389738	C1ql2	301	38	108	155	184	47	15
chr1	119388568	119389738	Cfap221	301	38	108	155	184	47	15
chr1	119388568	119389738	Clasp1	301	38	108	155	184	47	15
chr1	119388568	119389738	Epb41l5	301	38	108	155	184	47	15
chr1	119388568	119389738	Inhbb	301	38	108	155	184	47	15
chr1	119388568	119389738	Mir6346	301	38	108	155	184	47	15
chr1	119388568	119389738	Ptpn4	301	38	108	155	184	47	15
chr1	119388568	119389738	Ralb	301	38	108	155	184	47	15
chr1	119388568	119389738	Sctr	301	38	108	155	184	47	15
chr1	119388568	119389738	Steap3	301	38	108	155	184	47	15
chr1	119388568	119389738	Tfcp2l1	301	38	108	155	184	47	15
chr1	119388568	119389738	Tmem185b	301	38	108	155	184	47	15
chr1	119407398	119408269	Inhbb	88	29	87	51	68	17	4
chr1	119419265	119419765	Inhbb	62	16	30	44	66	18	9
chr1	119423452	119423952	Inhbb	22	8	16	13	23	6	4
chr1	119642323	119642823	Epb41l5	47	14	27	15	21	3	6
chr1	119837843	119838343	Ptpn4	83	13	27	25	70	13	8
chr1	119837843	119838343	Tmem177	83	13	27	25	70	13	8
chr1	119868387	119869284	Tmem177	95	32	64	38	37	13	10
chr1	119894928	119895673	Tmem177	62	17	29	29	51	9	22
chr1	119899674	119900498	Tmem177	79	20	66	104	253	50	12
chr1	119902382	119903252	Tmem177	108	23	99	178	326	44	17
chr1	120013012	120013512	Sctr	24	8	14	14	24	3	5
chr1	120018538	120019323	Cfap221	66	22	29	11	20	12	4
chr1	120018538	120019323	Sctr	66	22	29	11	20	12	4
chr1	120032779	120033509	Cfap221	71	12	31	19	21	7	10
