chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	10007210	10007710	Ppp1r42	104	63	77	78	100	149	341
chr1	10014407	10014907	Ppp1r42	142	147	152	131	101	209	31
chr1	10039543	10040333	1700034P13Rik	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	2610203C22Rik	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	A830018L16Rik	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Adhfe1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Arfgef1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Cops5	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Cspp1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Mcmdc2	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Mybl1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Ppp1r42	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Prex2	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Rrs1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Sgk3	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Snhg6	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Snord87	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Sntg1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Sulf1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Tcf24	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Vcpip1	1712	1466	1903	2003	1647	2470	1123
chr1	10039543	10040333	Vxn	1712	1466	1903	2003	1647	2470	1123
chr1	104746752	104747350	Cdh20	172	174	158	144	123	145	40
chr1	104747409	104747909	Cdh20	77	73	58	49	56	44	21
chr1	104993904	104994719	Pign	295	227	289	293	271	223	86
chr1	104993904	104994719	Relch	295	227	289	293	271	223	86
chr1	105246116	105247075	Bcl2	563	336	314	364	256	326	25
chr1	105246116	105247075	Gm17634	563	336	314	364	256	326	25
chr1	105246116	105247075	Pign	563	336	314	364	256	326	25
chr1	105246116	105247075	Relch	563	336	314	364	256	326	25
chr1	105246116	105247075	Rnf152	563	336	314	364	256	326	25
chr1	105246116	105247075	Tnfrsf11a	563	336	314	364	256	326	25
chr1	105813358	105814033	Tnfrsf11a	111	73	111	57	64	85	49
chr1	105842922	105845089	Gm17634	744	708	1032	815	909	1425	478
chr1	105842922	105845089	Rnf152	744	708	1032	815	909	1425	478
chr1	105842922	105845089	Tnfrsf11a	744	708	1032	815	909	1425	478
chr1	105880522	105881423	Gm7160	263	152	209	143	216	206	40
chr1	105880522	105881423	Tnfrsf11a	263	152	209	143	216	206	40
chr1	105880522	105881423	Zcchc2	263	152	209	143	216	206	40
chr1	105993775	105994275	Bcl2	804	607	817	750	525	640	434
chr1	105993775	105994275	Gm20753	804	607	817	750	525	640	434
chr1	105993775	105994275	Gm7160	804	607	817	750	525	640	434
chr1	105993775	105994275	Kdsr	804	607	817	750	525	640	434
chr1	105993775	105994275	Phlpp1	804	607	817	750	525	640	434
chr1	105993775	105994275	Pign	804	607	817	750	525	640	434
chr1	105993775	105994275	Relch	804	607	817	750	525	640	434
chr1	105993775	105994275	Tnfrsf11a	804	607	817	750	525	640	434
chr1	105993775	105994275	Zcchc2	804	607	817	750	525	640	434
chr1	106148072	106149134	Gm20753	180	185	223	244	178	113	72
chr1	106148072	106149134	Phlpp1	180	185	223	244	178	113	72
chr1	106176778	106177278	Gm20753	153	148	128	132	72	23	29
chr1	106176778	106177278	Phlpp1	153	148	128	132	72	23	29
chr1	106185397	106186515	Gm20753	234	215	188	223	177	77	67
chr1	106185397	106186515	Phlpp1	234	215	188	223	177	77	67
chr1	106199251	106200463	Bcl2	993	766	839	816	594	479	287
chr1	106199251	106200463	Cdh20	993	766	839	816	594	479	287
chr1	106199251	106200463	Gm17634	993	766	839	816	594	479	287
chr1	106199251	106200463	Gm20753	993	766	839	816	594	479	287
chr1	106199251	106200463	Kdsr	993	766	839	816	594	479	287
chr1	106199251	106200463	Phlpp1	993	766	839	816	594	479	287
chr1	106199251	106200463	Pign	993	766	839	816	594	479	287
chr1	106199251	106200463	Relch	993	766	839	816	594	479	287
chr1	106199251	106200463	Rnf152	993	766	839	816	594	479	287
chr1	106199251	106200463	Tnfrsf11a	993	766	839	816	594	479	287
chr1	106199251	106200463	Vps4b	993	766	839	816	594	479	287
chr1	106464346	106466303	Bcl2	488	269	289	234	237	124	83
chr1	106464346	106466303	Pign	488	269	289	234	237	124	83
chr1	106464346	106466303	Relch	488	269	289	234	237	124	83
chr1	106464346	106466303	Tnfrsf11a	488	269	289	234	237	124	83
chr1	106464346	106466303	Vps4b	488	269	289	234	237	124	83
chr1	106628640	106630728	Bcl2	500	380	601	648	541	432	1200
chr1	106628640	106630728	Gm7160	500	380	601	648	541	432	1200
chr1	106628640	106630728	Kdsr	500	380	601	648	541	432	1200
chr1	106628640	106630728	Pign	500	380	601	648	541	432	1200
chr1	106628640	106630728	Relch	500	380	601	648	541	432	1200
chr1	106628640	106630728	Vps4b	500	380	601	648	541	432	1200
chr1	106628640	106630728	Zcchc2	500	380	601	648	541	432	1200
chr1	106712158	106712873	Bcl2	254	221	279	256	259	211	217
chr1	108023660	108025168	Pign	420	212	209	158	138	78	132
chr1	108023660	108025168	Relch	420	212	209	158	138	78	132
chr1	10918195	10920412	A830018L16Rik	532	316	250	178	188	141	133
chr1	10918195	10920412	Prex2	532	316	250	178	188	141	133
chr1	109971662	109973341	Cdh7	748	538	682	627	445	142	106
chr1	109985396	109985896	Cdh7	258	186	161	141	131	128	149
chr1	11065133	11066368	Prex2	195	153	143	129	149	111	296
chr1	111699102	111700028	Dsel	258	162	170	176	158	70	602
chr1	111753955	111754754	Dsel	148	97	124	71	93	71	141
chr1	111852366	111852866	Dsel	83	57	47	23	37	33	38
chr1	111863910	111864410	Dsel	476	413	541	491	414	526	557
chr1	112416295	112417189	Dsel	667	576	915	719	933	854	2044
chr1	11329408	11330701	A830018L16Rik	430	404	430	360	319	325	111
chr1	11329408	11330701	Prex2	430	404	430	360	319	325	111
chr1	11657332	11658718	A830018L16Rik	353	307	417	314	301	333	305
chr1	118434541	118435350	2900060B14Rik	137	207	289	341	355	415	124
chr1	118449190	118449690	2900060B14Rik	65	54	62	37	48	31	28
chr1	118480432	118481716	2900060B14Rik	439	431	784	955	509	295	408
chr1	118480432	118481716	Tfcp2l1	439	431	784	955	509	295	408
chr1	118758974	118760075	Tfcp2l1	228	180	360	282	358	433	353
chr1	118776134	118777039	Inhbb	563	572	701	706	606	397	392
chr1	118776134	118777039	Mir6346	563	572	701	706	606	397	392
chr1	118776134	118777039	Ralb	563	572	701	706	606	397	392
chr1	118776134	118777039	Steap3	563	572	701	706	606	397	392
chr1	118889871	118891182	Tfcp2l1	278	182	324	255	313	264	95
chr1	118910715	118911563	Gli2	1023	712	731	761	500	310	60
chr1	118910715	118911563	Inhbb	1023	712	731	761	500	310	60
chr1	118910715	118911563	Mir6346	1023	712	731	761	500	310	60
chr1	118910715	118911563	Nifk	1023	712	731	761	500	310	60
chr1	118910715	118911563	Ralb	1023	712	731	761	500	310	60
chr1	118910715	118911563	Sctr	1023	712	731	761	500	310	60
chr1	118910715	118911563	Tfcp2l1	1023	712	731	761	500	310	60
chr1	118910715	118911563	Tmem177	1023	712	731	761	500	310	60
chr1	118910715	118911563	Tmem185b	1023	712	731	761	500	310	60
chr1	118912922	118913506	Mir6346	273	271	434	387	269	413	41
chr1	118935909	118936635	Mir6346	110	125	251	202	190	154	75
chr1	118981845	118982345	Mir6346	115	141	195	204	173	99	18
chr1	118982408	118983839	Cfap221	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Clasp1	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Gli2	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Mir6346	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Nifk	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Ptpn4	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Ralb	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Tfcp2l1	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Tmem177	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Tmem185b	746	871	1315	1593	1052	544	47
chr1	118982408	118983839	Tmem37	746	871	1315	1593	1052	544	47
chr1	119033720	119034220	Epb41l5	383	280	502	508	468	626	105
chr1	119033720	119034220	Gli2	383	280	502	508	468	626	105
chr1	119033720	119034220	Ralb	383	280	502	508	468	626	105
chr1	119033720	119034220	Tfcp2l1	383	280	502	508	468	626	105
chr1	119033720	119034220	Tmem185b	383	280	502	508	468	626	105
chr1	119047379	119048383	2900060B14Rik	660	532	568	608	495	330	31
chr1	119047379	119048383	C1ql2	660	532	568	608	495	330	31
chr1	119047379	119048383	Cfap221	660	532	568	608	495	330	31
chr1	119047379	119048383	Epb41l5	660	532	568	608	495	330	31
chr1	119047379	119048383	Gli2	660	532	568	608	495	330	31
chr1	119047379	119048383	Inhbb	660	532	568	608	495	330	31
chr1	119047379	119048383	Mir6346	660	532	568	608	495	330	31
chr1	119047379	119048383	Nifk	660	532	568	608	495	330	31
chr1	119047379	119048383	Ptpn4	660	532	568	608	495	330	31
chr1	119047379	119048383	Ralb	660	532	568	608	495	330	31
chr1	119047379	119048383	Sctr	660	532	568	608	495	330	31
chr1	119047379	119048383	Steap3	660	532	568	608	495	330	31
chr1	119047379	119048383	Tfcp2l1	660	532	568	608	495	330	31
chr1	119047379	119048383	Tmem177	660	532	568	608	495	330	31
chr1	119047379	119048383	Tmem185b	660	532	568	608	495	330	31
chr1	119047379	119048383	Tmem37	660	532	568	608	495	330	31
chr1	119047379	119048383	Tsn	660	532	568	608	495	330	31
chr1	119048470	119048970	Gli2	248	202	227	187	204	86	15
chr1	119048470	119048970	Mir6346	248	202	227	187	204	86	15
chr1	119048470	119048970	Tmem177	248	202	227	187	204	86	15
chr1	119048470	119048970	Tmem185b	248	202	227	187	204	86	15
chr1	119048470	119048970	Tmem37	248	202	227	187	204	86	15
chr1	119082522	119084364	2900060B14Rik	732	533	803	689	656	662	276
chr1	119082522	119084364	Gli2	732	533	803	689	656	662	276
chr1	119082522	119084364	Mir6346	732	533	803	689	656	662	276
chr1	119082522	119084364	Ralb	732	533	803	689	656	662	276
chr1	119082522	119084364	Steap3	732	533	803	689	656	662	276
chr1	119082522	119084364	Tfcp2l1	732	533	803	689	656	662	276
chr1	119082522	119084364	Tmem185b	732	533	803	689	656	662	276
chr1	119082522	119084364	Tmem37	732	533	803	689	656	662	276
chr1	119328873	119330068	C1ql2	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Epb41l5	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Inhbb	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Mir6346	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Ralb	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Sctr	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Steap3	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Tfcp2l1	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Tmem177	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Tmem185b	966	905	1675	1846	1329	857	57
chr1	119328873	119330068	Tmem37	966	905	1675	1846	1329	857	57
chr1	119388568	119389738	C1ql2	988	918	1190	1249	899	618	218
chr1	119388568	119389738	Cfap221	988	918	1190	1249	899	618	218
chr1	119388568	119389738	Clasp1	988	918	1190	1249	899	618	218
